timestamp,entry_flow,exit_flow,platform_passengers,outdoor_temp,outdoor_rh,solar_radiation,platform_temp,platform_rh,co2,load_lag_1,load_lag_4,load_lag_8,load_lag_96,hour_decimal,is_weekend_numeric,hour_sin,hour_cos,day_sin,day_cos,total_cooling_load_kw
2025-07-01 00:00:00,-0.972974059381646,-0.806856165262917,-0.927155492818124,-1.47027953671428,0.973288846104895,-0.808153971456459,-1.09087764241463,0.141905042770096,-1.1237457437381,-0.936815175718527,-0.936871385643165,-0.936984275678482,-0.903724709525127,-1.71381359844534,-0.589668728958195,2.68627431791033e-17,1.41397593932473,0.662335554838171,-1.18005643091608,93.48
2025-07-01 00:15:00,-0.972974059381646,-0.712705684616769,-0.897100160599913,-1.50570092064893,0.871644341809534,-0.847583960015334,-1.8575431610567,0.877317978093822,-1.00024733535835,-0.936815175718527,-0.936871385643165,-0.936984275678482,-0.903724709525127,-1.67773331216228,-0.589668728958195,0.0924784510879681,1.41094850829987,0.662335554838171,-1.18005643091608,85.41
2025-07-01 00:30:00,-0.848093166630392,-0.925783088184366,-0.904613993654466,-1.51160448463804,1.3655507359208,-0.694056274678334,-1.50783608237786,0.759651908442024,-0.893554090144193,-1.05327202496699,-0.936871385643165,-0.936984275678482,-0.903724709525127,-1.64165302587922,-0.589668728958195,0.184560895250828,1.40187917914971,0.662335554838171,-1.18005643091608,94.72
2025-07-01 00:45:00,-0.873069345180643,-0.930738376639427,-0.912127826709018,-1.34630469294303,0.855896601707436,-0.848565932910479,-1.41368417657971,0.659635749237997,-1.1909663964005,-0.918920938659284,-0.936871385643165,-0.936984275678482,-0.903724709525127,-1.60557273959616,-0.589668728958195,0.275853021325919,1.38680678813402,0.662335554838171,-1.18005643091608,96.71
2025-07-01 01:00:00,-0.972974059381646,-0.930738376639427,-0.934669325872677,-1.6031097264692,1.54163910251699,-0.811590876589464,-0.88912355856146,0.371353878591099,-1.12140083724988,-0.890203574346467,-0.936871385643165,-0.936984275678482,-0.903724709525127,-1.5694924533131,-0.589668728958195,0.365963902413966,1.3657958775451,0.662335554838171,-1.18005643091608,91.64
2025-07-01 01:15:00,-0.788150338109791,-0.901006645909064,-0.949696991981782,-2.07244306360324,1.03627980651329,-0.79735226960987,-1.70959016623103,-0.422892091558526,-0.976407452728079,-0.963367914580629,-1.05333171405651,-0.936984275678482,-0.903724709525127,-1.53341216703004,-0.589668728958195,0.454507669888076,1.33893641932773,0.662335554838171,-1.18005643091608,88.44
2025-07-01 01:30:00,-0.858083638050493,-0.876230203633762,-0.927155492818124,-1.56178477854545,0.827264346976348,-0.778241566342829,-1.26573118175405,1.07146699301928,-1.12335492599006,-1.00954659086255,-0.918976613991052,-0.936984275678482,-0.903724709525127,-1.49733188074698,-0.589668728958195,0.541105165742439,1.30634342980554,0.662335554838171,-1.18005643091608,97.96
2025-07-01 01:45:00,-0.972974059381646,-0.826677319083158,-0.949696991981782,-1.53226695859991,0.921750787588937,-0.921534072657363,-1.73649071074479,1.13030002784518,-0.965073738035,-0.872165028923843,-0.890258391742902,-0.936984275678482,-0.903724709525127,-1.46125159446392,-0.589668728958195,0.625385566205116,1.26815647716343,0.662335554838171,-1.18005643091608,91.53
2025-07-01 02:00:00,-0.933012173701245,-0.930738376639427,-0.942183158927229,-1.7182292242568,1.00907916451875,-0.921534072657363,-1.58853771591913,0.73611869451167,-1.10303240309213,-0.96495530657782,-0.963424917772107,-0.936984275678482,-0.903724709525127,-1.42517130818086,-0.589668728958195,0.706987969662364,1.22453908379518,0.662335554838171,-1.18005643091608,93.01
2025-07-01 02:15:00,-0.972974059381646,-0.930738376639427,-0.957210825036335,-1.88057723395725,1.37414041234013,-0.921534072657363,-1.10432791467151,1.34209895321841,-1.11866511301362,-0.943597668797433,-1.00960497364853,-1.05345161420908,-0.903724709525127,-1.3890910218978,-0.589668728958195,0.78556294209475,1.17567802607546,0.662335554838171,-1.18005643091608,88.84
2025-07-01 02:30:00,-0.972974059381646,-0.930738376639427,-0.979752324199993,-1.3669671669049,1.70197972901108,-0.810986585577068,-1.38678363206596,2.06574528157696,-1.26404931528346,-1.00377425632731,-0.872219307416175,-0.919088426883198,-0.903724709525127,-1.35301073561474,-0.589668728958195,0.86077401340727,1.12178253455471,0.662335554838171,-1.18005643091608,92.73
2025-07-01 02:45:00,-0.972974059381646,-0.930738376639427,-0.979752324199993,-1.52931517660536,1.42281524538297,-0.913489448554834,-1.81719234428606,0.900851192024177,-1.19292048514069,-0.947638302972101,-0.965012357192859,-0.890368475993991,-0.903724709525127,-1.31693044933168,-0.589668728958195,0.932299118245948,1.06308339800181,0.662335554838171,-1.18005643091608,96.89
2025-07-01 03:00:00,-0.947997880831395,-0.791990299897736,-0.979752324199993,-1.57064012452911,1.51873329873212,-0.921534072657363,-1.38678363206596,1.32444904277065,-1.08544560443046,-0.887606023805609,-0.943654081350014,-0.963539406148905,-0.903724709525127,-1.28085016304862,-0.589668728958195,0.999831975131134,0.999831975131134,0.662335554838171,-1.18005643091608,94.15
2025-07-01 03:15:00,-0.972974059381646,-0.930738376639427,-0.979752324199993,-1.82449337606073,0.830127572449456,-0.921534072657363,-1.25228090949717,1.1244167243626,-1.07411188973738,-0.927146515372,-1.00383246666398,-1.00972224174964,-0.903724709525127,-1.24476987676556,-0.589668728958195,1.06308339800181,0.932299118245948,0.662335554838171,-1.18005643091608,90.88
2025-07-01 03:30:00,-0.972974059381646,-0.930738376639427,-0.979752324199993,-1.42009924280687,1.18087269290528,-0.801922220391119,-1.57508744366225,2.3304939382935,-1.19839193361321,-0.974335350197585,-0.947694836239201,-0.872328305837454,-0.903724709525127,-1.2086895904825,-0.589668728958195,1.12178253455471,0.86077401340727,0.662335554838171,-1.18005643091608,94.65
2025-07-01 03:45:00,-0.962983587961545,-0.920827799729306,-0.979752324199993,-1.47027953671428,1.27249590804476,-0.903971865109588,-1.11777818692839,-0.993572529369737,-1.27147485249616,-0.919931097202951,-0.887660763599854,-0.96512694112268,-0.903724709525127,-1.17260930419944,-0.589668728958195,1.17567802607546,0.78556294209475,0.662335554838171,-1.18005643091608,97.53
2025-07-01 04:00:00,-0.972974059381646,-0.930738376639427,-0.979752324199993,-1.57064012452911,0.528057285036479,-0.843656068434757,-1.64233880494664,0.912617798989362,-1.10146913209998,-0.878370288549225,-0.927202436444039,-0.94376737965734,-0.903724709525127,-1.13652901791638,-0.589668728958195,1.22453908379518,0.706987969662364,0.662335554838171,-1.18005643091608,107.13
2025-07-01 04:15:00,-0.972974059381646,-0.881185492088823,-0.979752324199993,-1.10130678739507,1.69768489080142,-0.90359418322684,-1.33298254303844,1.74216359003452,-1.11866511301362,-0.739834259703474,-0.974392681042757,-1.00394938729955,-0.903724709525127,-1.10044873163332,-0.589668728958195,1.26815647716343,0.625385566205116,0.662335554838171,-1.18005643091608,94.98
